,Rate,Votes,Duration,A_Severe,Approved,Passed,PG,F_No.Rate,N_Mild,Series,V_Mild,Predicted
1514,7.7,433884,102,0,0,0,0,0,0,0,0,7.136749336
1518,5.5,96461,135,0,0,0,0,0,0,0,1,6.704434794
1525,6.2,246904,118,0,0,0,0,0,1,0,0,6.765860416
1526,7.7,287861,139,0,0,0,0,0,1,0,1,7.031260394
1527,6.8,202138,108,0,0,0,1,0,0,0,1,6.970737652
1528,7.1,76008,91,1,0,0,0,0,0,0,0,6.565489632
1529,7.3,57990,91,0,0,0,0,0,0,0,0,6.36408246
1531,6.9,108101,90,0,0,0,0,0,1,0,0,6.397479354
1542,6.7,308063,108,0,0,0,0,0,1,0,1,6.963165102
1544,7,383963,85,0,0,0,0,0,1,0,0,6.919163702
1556,7.1,397082,128,0,0,0,0,0,1,0,0,7.094008228
1563,7.1,64803,112,0,0,0,0,0,1,0,0,6.389215062
1565,8.3,1958,13,0,0,0,0,0,1,1,0,7.364885932
1566,5.3,130587,96,0,0,0,0,0,0,0,0,6.523286998
1570,7.9,47445,60,1,0,0,0,0,0,1,0,7.84410753
1578,7.9,50569,60,0,0,0,0,0,1,1,1,7.735461826
1579,8.1,302134,238,0,0,1,0,0,1,0,0,8.714179836
1585,6.2,356862,88,0,0,0,0,0,0,0,0,6.937668348
1592,6.8,3463,108,0,0,0,0,0,0,0,0,6.316526702
1595,5.3,122994,107,0,0,0,0,0,1,0,0,6.485570276
1596,6.1,75713,106,0,0,0,0,0,0,0,0,6.450763202
1597,6.7,26259,84,0,0,0,0,0,0,0,0,6.277790086
1601,7.6,8609,23,0,0,0,0,0,0,1,0,7.473631986
1602,6.2,188683,135,0,0,0,0,0,1,0,0,6.711086582
1607,7.2,163770,138,1,0,0,0,0,0,0,1,7.01256658
1608,6.6,58358,99,0,0,0,0,0,0,0,0,6.392561532
1609,6.6,190768,108,0,0,0,1,0,1,0,1,6.887470672
1610,8.1,666564,134,0,0,0,0,0,0,0,0,7.702446056
1612,8.4,68360,30,0,0,0,0,0,0,1,0,7.61467544
1613,6.4,208308,129,1,0,0,0,0,0,0,0,6.955863832
1614,6.8,3149,26,0,0,0,0,0,1,1,0,7.412323146
1616,6.7,151586,114,0,0,0,0,0,0,0,0,6.626779044
1618,7.4,493130,118,0,0,0,0,0,1,0,1,7.35948602
1622,5.8,969,85,0,0,0,0,1,0,0,0,5.843443426
1623,5.4,883,30,0,0,0,0,1,0,1,0,7.094425382
1626,6.5,13616,30,0,0,0,0,1,1,1,1,7.170755664
1632,7.6,212000,114,0,0,0,0,0,1,0,0,6.683778
1634,6.9,22515,30,0,0,0,0,0,1,1,1,7.57654431
1636,8.7,135407,44,0,0,0,0,0,1,1,1,7.845715278
1638,6.4,13047,107,0,0,0,0,0,1,0,1,6.383233838
1641,6.1,37440,105,0,0,0,0,1,0,0,0,5.98410776
1647,7.6,541047,117,0,0,0,0,0,0,0,0,7.398195838
1650,7.3,5631,30,0,0,0,0,0,1,1,0,7.431052974
1656,6.5,799,60,0,0,0,0,1,0,1,0,7.198361246
1658,6.9,195262,91,0,0,0,1,0,1,0,0,6.724761948
1660,7.6,392884,133,0,0,0,0,0,0,0,0,7.164205336
1663,8.2,96804,60,0,0,0,0,0,0,1,0,7.774355016
1665,6.5,37658,92,0,0,0,0,0,1,0,0,6.266773732
1669,4.7,15132,43,0,0,0,0,0,1,1,1,7.607227928
1670,7.5,242656,135,0,0,0,0,0,1,0,0,6.816549824
1676,5.8,33318,101,0,0,0,0,0,1,0,0,6.289523372
1681,6.8,2513,106,0,0,0,0,1,0,0,0,5.919330402
1683,7.5,466305,118,0,0,0,1,0,1,0,0,7.34806997
1688,6.5,4746,30,0,0,0,0,0,0,1,0,7.490373684
1693,8.1,396240,120,0,0,0,0,0,1,0,0,7.06460296
1698,6.6,175424,108,0,0,0,0,0,1,0,1,6.703988496
1702,8.1,161526,106,0,0,0,0,0,0,0,1,6.730941804
1703,8.1,14075,60,0,0,0,0,0,1,1,0,7.55165255
1706,7.1,301314,119,0,0,0,0,0,0,0,1,7.049197556
1709,7.4,470869,132,0,0,0,0,0,1,0,0,7.252068026
1710,6.4,311593,130,0,0,0,0,0,1,0,0,6.933902722
1716,5.5,112894,88,0,0,0,1,0,0,0,1,6.726954876
1718,5.9,174601,94,1,0,0,0,0,0,0,0,6.768550354
1719,7.1,143462,108,0,0,0,1,0,0,0,1,6.856084748
1725,6.6,144833,124,0,0,0,0,0,0,0,0,6.648283682
1728,8.2,556418,107,0,0,0,0,0,0,0,0,7.393530772
1730,6.6,93543,22,0,0,0,0,0,0,1,0,7.636123022
1738,8.1,986509,100,0,0,0,0,0,0,0,1,8.322138586
1756,7,347601,118,0,0,0,0,0,0,0,1,7.136172354
1758,7.6,173155,115,0,1,0,0,0,1,0,0,7.35644487
1759,7.5,76436,88,0,0,0,0,0,0,0,0,6.389715944
1760,6.4,3374,100,0,0,0,0,1,0,0,0,5.900192796
1761,6.6,26123,30,0,0,0,0,0,0,1,1,7.644644342
1762,7.9,14492,30,0,0,0,0,0,0,1,0,7.509417368
1766,4.4,53758,92,0,0,0,0,0,0,0,0,6.359283132
1769,5.3,213091,103,0,0,0,0,0,1,0,0,6.647739814
1772,6.5,2930,60,1,0,0,0,0,0,1,0,7.75712522
1775,7.6,277285,110,0,0,0,0,0,1,0,0,6.79746489
1778,6.5,86317,123,0,0,0,0,0,1,0,1,6.581923418
1782,6.6,224420,95,0,0,0,0,0,0,0,1,6.81566668
1783,8,115000,43,0,0,0,0,0,1,1,1,7.80237
1790,6.7,65505,99,0,0,0,0,0,0,0,1,6.51902677
1795,6.7,703,120,0,0,0,0,1,0,0,0,5.964373662
1796,6.3,34115,95,0,0,0,0,0,0,0,1,6.44381071
1801,8,520730,143,0,0,0,0,0,1,0,0,7.38766642
1806,7.7,371915,101,0,0,0,0,0,0,0,0,7.01219191
1808,7.5,120618,130,0,0,0,0,0,1,0,0,6.560737572
1813,7.6,467709,113,0,0,0,0,0,0,0,0,7.241013386
1814,9.7,286206,45,0,0,0,0,1,0,1,0,7.703996524
1815,6.7,22408,22,0,0,0,0,1,1,1,0,7.047675232
1818,5.7,104267,135,0,0,0,0,0,0,0,0,6.607187718
1821,8.1,325388,183,0,0,0,0,0,1,0,0,7.144768152
1823,6.8,96526,107,1,0,0,0,0,0,0,0,6.661101804
1824,7.3,55588,22,0,0,0,0,0,0,1,1,7.674458952
1825,6.7,203421,126,0,0,0,0,0,1,0,0,6.708654634
1842,8.2,14165,30,0,0,0,0,0,1,1,1,7.56022841
1845,8.3,4542,24,0,0,0,0,0,0,1,0,7.469155068
1846,6.7,1063,99,0,0,0,0,1,0,0,1,6.004707102
1848,8.1,659385,132,0,0,0,0,0,0,0,0,7.68147829
1849,6.5,31879,100,0,0,0,0,0,0,0,1,6.456791566
1855,6.2,171079,120,0,0,0,0,0,0,0,1,6.798188366
1856,7.4,156671,140,0,0,0,0,0,0,0,1,6.839435134
1858,7.9,681074,132,0,0,0,0,0,1,0,0,7.662808596
1862,7.1,638,136,0,0,0,0,1,0,0,0,6.019766652
1865,6.9,481081,131,0,0,0,0,0,0,0,0,7.329602274
1866,6.4,4282,90,0,0,0,0,1,1,1,0,7.248217028
1868,6.4,169841,113,0,0,0,0,0,0,0,0,6.658979314
1874,7.8,163973,139,0,0,0,0,0,0,0,0,6.737733242
1878,7.3,129966,144,0,0,0,0,0,0,0,0,6.688633564
1887,8.4,1045683,98,0,0,0,0,0,0,0,1,8.430824582
1899,7,286026,126,0,0,0,0,0,1,0,0,6.870064804
1904,7.7,70910,130,0,0,0,0,0,1,0,1,6.57610814
1912,8,715826,137,0,0,0,0,0,1,0,0,7.748064004
1913,6.7,52966,90,0,0,0,0,0,0,0,1,6.463295564
1915,6.6,94048,95,0,0,0,0,0,0,0,0,6.448419792
1916,7.5,501079,93,0,0,0,0,0,0,0,0,7.236818366
1918,7,252302,98,0,0,0,0,0,0,0,0,6.768058108
1921,7.6,82545,121,0,0,0,0,0,0,0,0,6.51616293
1923,7.8,13636,30,0,0,0,0,0,0,1,1,7.620244744
1927,5.7,249167,138,0,0,0,0,0,1,0,0,6.839682318
1931,6.5,6036,106,0,0,0,1,0,0,0,0,6.468114344
1936,5.7,39913,93,0,0,0,0,0,0,0,0,6.335700002
1938,7.9,9363,16,0,0,0,0,0,1,1,1,7.502265302
1939,7.4,143435,145,0,0,0,0,0,1,0,1,6.76987199
1942,7.4,13112,120,0,0,0,0,0,1,1,0,7.757970848
1946,8,596780,101,0,0,0,1,0,1,0,1,7.65652812
1947,7.2,8685,30,0,0,0,0,0,1,1,1,7.54952049
1948,7.5,172795,100,0,0,0,0,0,0,0,0,6.61964143
1949,7.6,82741,97,0,0,0,0,0,0,0,1,6.545765914
1950,6.6,3365,50,0,0,0,0,0,0,1,0,7.55707521
1951,7.9,35815,60,0,0,0,0,0,0,1,1,7.76768251
1953,7.2,227535,178,0,0,0,0,0,1,0,1,7.04871339
1955,7.1,237329,121,0,0,0,0,0,1,0,0,6.757560866
1956,6.3,53644,98,0,0,0,0,0,1,0,0,6.318830376
1958,6.8,89381,93,0,0,0,1,0,0,0,1,6.698360474
1962,6.6,263224,132,0,0,0,0,0,1,0,0,6.846329696
1963,7.1,10873,50,0,0,0,0,0,1,1,0,7.510695842
1967,7.7,416669,154,0,0,0,0,0,0,0,0,7.283551226
1968,5.7,43049,86,0,0,0,0,0,1,0,1,6.368987746
1969,5.3,5753,106,0,0,0,0,1,0,0,0,5.925661362
1980,7.6,12729,45,0,0,0,0,0,0,1,0,7.558022466
1986,7.1,145926,117,0,0,0,0,0,1,0,0,6.565079404
1988,7.1,174461,119,0,0,0,0,0,0,0,1,6.801326794
1989,6.9,130763,122,0,0,0,0,0,0,0,0,6.613850902
1993,8.8,23173,24,0,0,0,0,0,1,1,0,7.444510042
1997,6.5,4668,60,0,0,0,0,0,0,1,0,7.594321272
2003,7.3,14038,60,0,0,0,0,0,0,1,0,7.612630252
2012,8.4,369115,170,0,0,0,0,0,1,0,1,7.29760071
2015,5.6,63730,99,0,0,0,0,0,1,0,0,6.34200842
2017,6.3,163364,126,0,0,0,0,0,1,0,0,6.630383256
2018,7.7,12843,60,0,0,0,0,0,0,1,0,7.610295222
2029,6.8,51553,116,0,0,0,1,0,0,0,0,6.591754562
2034,7.2,345493,116,0,0,0,0,0,0,0,0,7.012613322
2035,7.8,290729,106,0,0,0,0,0,1,0,1,6.922354466
2038,7.2,248030,141,0,0,0,0,0,0,0,0,6.90892062
2042,6.7,86573,110,0,0,0,0,0,0,0,0,6.485863642
2044,4.2,6665,94,0,0,0,0,0,1,0,0,6.21315341
2048,6.2,167593,121,0,0,0,0,0,0,0,0,6.682346722
2049,6.6,121470,108,0,0,0,0,0,0,0,0,6.54711238
2050,8.4,15626,60,1,0,0,0,0,0,1,0,7.781933204
2051,8.6,3555,60,0,0,0,0,0,0,1,1,7.70464647
2052,7.4,85439,43,0,0,0,0,0,1,1,0,7.632107806
2054,5.3,24814,60,0,0,0,0,1,1,1,1,7.296736556
2055,5.8,114570,101,0,0,0,0,0,0,0,0,6.50933978
2058,8.1,190,106,0,0,0,0,1,0,0,0,5.91479126
2064,7,8450,60,0,0,0,0,0,0,1,0,7.6017113
2065,8,819274,120,0,0,0,0,0,1,0,0,7.891211396
2070,5.3,766,30,0,0,0,0,1,0,1,0,7.094196764
2072,7.3,167239,143,0,0,0,1,0,1,0,1,6.962945006
2077,6.6,2389,30,0,0,0,0,1,0,1,0,7.097368106
2078,5.9,1605,99,0,0,0,0,1,0,0,0,5.89326617
2080,7.5,143567,116,0,0,0,0,0,0,0,1,6.730549918
2081,7.2,41852,22,0,0,0,0,0,0,1,0,7.535118808
2083,6.9,304459,118,0,0,0,0,0,1,0,0,6.878322886
2085,6.8,293504,106,0,0,0,0,0,0,0,0,6.876326816
2086,6.4,230994,117,0,0,0,0,0,0,0,0,6.792352276
2089,7.7,103681,109,0,0,0,0,0,0,0,0,6.515822674
2090,7.6,180632,170,0,0,0,0,0,1,0,0,6.816804928
2096,7.1,516161,115,0,0,0,0,0,1,0,0,7.281578594
2102,5.3,69178,116,0,0,0,0,0,1,0,0,6.411643812
2106,6.9,286154,115,0,0,0,0,0,1,0,0,6.832144916
2108,8,23121,25,0,0,0,0,0,0,1,0,7.508928434
2111,5.1,22432,25,0,0,0,0,0,0,1,1,7.620082128
2115,6.8,19974,119,1,0,0,0,0,0,0,0,6.553159196
2117,7.5,21388,43,0,0,0,0,0,1,1,0,7.506952152
2119,8.3,11876,52,0,0,0,0,0,0,1,0,7.580645704
2120,6.1,1628,102,0,0,0,0,1,0,0,0,5.903721112
2121,6.8,11160,60,0,0,0,0,0,1,1,1,7.65845664
2122,7.7,133384,131,0,0,0,0,0,1,0,0,6.589152336
2128,7.7,77859,137,0,0,0,0,0,0,0,0,6.562526486
2129,6.2,67519,105,0,0,0,0,0,0,0,1,6.543782126
2133,6.2,142709,111,0,0,0,0,0,1,0,0,6.537973386
2140,7.1,136602,122,0,0,0,0,0,0,0,0,6.625260308
2143,7.6,206286,95,0,0,0,0,0,1,0,0,6.606682844
2145,6.3,29814,84,0,0,0,0,0,0,0,0,6.284736556
2148,6.8,315,98,0,0,0,0,0,1,0,1,6.32712551
2149,7.3,95065,107,0,0,0,0,0,0,0,0,6.49204701
2153,7.8,430849,102,0,0,0,1,0,0,0,1,7.396818946
2154,7.5,49504,75,0,0,1,0,0,0,0,1,7.828480816
2155,6.7,253460,107,0,0,0,0,0,1,0,0,6.74050084
2156,6.4,167023,129,0,0,0,0,0,0,0,0,6.708992942
2158,7.4,109694,89,0,0,0,0,0,1,0,0,6.397122076
2160,7.4,211885,138,0,0,0,0,0,0,0,0,6.82788329
2164,7.2,8904,30,0,0,0,0,1,0,1,0,7.110098416
2167,8.5,21717,58,0,0,0,0,1,0,1,0,7.232295018
2170,5.9,84248,95,0,0,0,1,0,0,0,0,6.582770592
2172,5.8,32274,113,0,0,0,0,0,0,0,0,6.390173396
2173,6.2,83272,100,0,0,0,1,0,1,0,1,6.649663488
2174,7.2,41327,133,0,0,0,0,0,0,0,0,6.477262958
2176,7.4,8729,30,0,0,0,0,0,0,1,0,7.498156466
2177,6.9,66789,131,0,0,0,0,0,1,0,1,6.571525706
2178,7.3,2082,134,0,0,0,0,1,0,0,0,6.015648228
2183,6.5,115503,100,0,0,0,0,0,1,0,0,6.446642862
2184,7,7161,60,0,0,0,0,0,1,1,1,7.650642594
2187,6.4,20172,108,0,0,0,0,0,0,0,0,6.349176088
2188,7.1,248942,96,0,0,0,0,0,1,0,1,6.806002668
2189,6.8,433267,98,0,0,0,0,0,0,0,1,7.234163718
2192,7.2,11780,30,0,0,0,0,0,1,1,0,7.44306812
2193,6.6,111983,104,0,0,0,0,0,1,0,0,6.453644782
2195,8.2,15401,60,0,0,0,0,0,0,1,0,7.615293554
2198,5.2,80971,92,0,0,0,1,0,1,0,1,6.617407334
2202,5.6,123539,114,0,0,0,0,0,1,0,1,6.623425206
2207,6.2,932,26,0,0,0,0,1,0,1,0,7.080641128
2212,6.3,27882,104,0,0,0,0,0,1,0,0,6.289311428
2229,6.8,269667,112,0,0,0,0,0,0,0,0,6.850569318
2232,4.4,10808,97,0,0,0,0,0,1,0,0,6.231658832
2234,8.5,14688,30,0,0,0,0,0,1,1,0,7.448750352
2236,4.4,80935,101,0,0,0,0,0,1,0,0,6.38256699
2238,2.8,1504,89,1,0,0,0,0,1,0,0,6.351918816
2240,7.1,25697,112,0,0,0,0,0,0,0,0,6.373851938
2242,7.2,437621,93,0,0,0,1,0,1,0,1,7.317771434
2245,7.9,12685,60,0,0,0,0,0,1,1,0,7.54893649
2250,5.5,11467,94,0,0,0,0,0,0,0,0,6.283586518
2260,6,43570,99,0,0,0,0,0,0,0,0,6.36366578
2261,8.1,33471,60,0,0,0,0,0,0,1,1,7.763102334
2264,6.6,395341,129,0,0,0,0,0,0,0,0,7.155126314
2266,6.9,141874,97,0,0,0,0,0,1,0,1,6.600261796
2269,7.3,5929,48,0,0,0,0,0,1,1,0,7.494095266
2271,7.6,152434,102,0,0,0,0,0,0,0,1,6.699296036
2278,7.6,262940,114,0,0,0,0,0,1,0,0,6.78331476
2279,7.3,206395,114,0,0,0,0,0,1,0,0,6.67282583
2280,4.9,21544,83,0,0,0,0,0,0,0,0,6.265106976
2286,8,59307,141,0,0,1,0,0,1,0,1,8.015605878
2288,7.8,1734,155,0,0,0,0,1,0,0,0,6.087838236
2291,7.6,40378,30,0,0,0,0,0,0,1,1,7.672498612
2294,3.7,185,111,0,0,0,0,1,0,0,0,5.93213149
2298,6.6,84331,94,0,0,0,0,0,1,0,1,6.477412774
2300,6.8,323562,125,0,0,0,1,0,0,0,1,7.266990148
2301,8,16415,22,0,0,0,0,0,0,1,0,7.48541491
2307,7.3,3105,60,0,0,0,0,0,0,1,1,7.70376717
2308,7.4,55,12,0,0,0,0,1,0,1,0,7.03034747
2310,7.9,524928,119,0,0,0,0,0,1,0,0,7.312589312
2318,7.5,2546,45,0,0,0,0,1,0,1,0,7.149724884
2322,6.9,66758,92,0,0,0,0,0,1,0,1,6.436135132
2325,5.6,39648,116,0,0,0,0,0,0,0,0,6.414992192
2327,6.3,97873,97,0,0,0,0,0,1,0,0,6.401783842
2329,6.5,124702,100,0,0,0,0,0,0,0,1,6.638167708
2332,6.2,40787,94,0,0,0,0,0,0,0,1,6.453377798
2333,6.3,33821,45,0,0,0,0,0,1,1,0,7.538186234
2339,6,113714,97,0,0,0,0,0,1,0,1,6.545237156
2341,6.6,87351,114,0,0,0,0,0,1,0,0,6.440213854
2346,6.9,88373,106,0,0,0,1,0,1,0,0,6.567950842
2348,7.8,133409,112,0,0,0,0,0,0,0,0,6.584321186
2352,6.2,202335,94,0,0,0,0,0,0,0,0,6.65654259
2354,7.3,11709,60,0,0,0,0,0,0,1,0,7.608079386
2359,6.7,116092,89,0,0,0,1,0,0,0,1,6.736673768
2362,7.7,13691,30,0,0,0,0,0,0,1,0,7.507852214
2367,7.4,186799,131,0,0,0,0,0,1,0,1,6.806025246
2368,6,174445,90,0,0,0,1,0,1,0,1,6.79311553
2370,5.2,101193,82,0,0,0,0,0,0,0,0,6.417271122
2375,7.5,264273,150,0,0,0,1,0,1,0,1,7.176839442
2379,7.6,10208,60,0,0,0,0,0,0,1,0,7.605146432
2381,7.4,13849,134,0,0,0,0,0,1,0,0,6.365990946
2382,6.2,133744,134,0,0,0,0,0,0,0,1,6.773815776
2386,6.6,216427,123,0,0,0,0,0,0,0,0,6.784708358
2388,7.7,191275,104,0,0,0,1,0,1,0,1,6.87458135
2391,6.6,260414,140,0,0,0,0,0,1,0,0,6.868598956
2395,7.6,47290,98,0,0,0,0,0,0,0,1,6.47996466
2404,4.8,22129,71,0,0,0,0,0,0,0,0,6.224610066
2405,5.8,276368,106,0,0,0,0,0,1,0,0,6.781793072
2406,6.3,186984,92,0,0,0,0,0,1,0,0,6.558556736
2412,8.1,231156,124,0,0,0,1,0,0,0,1,7.082958824
2415,6.4,26350,82,0,0,0,0,0,0,0,1,6.3835279
2419,6.8,167456,105,0,0,0,1,0,1,0,0,6.719009024
2420,7.3,29480,110,0,0,0,0,0,0,0,1,6.48680392
2421,7.5,26651,108,0,0,0,0,0,0,0,0,6.361836054
2422,8.3,304935,129,0,1,0,0,0,0,0,1,7.83607299
2426,6.2,85965,124,0,0,0,0,0,1,0,1,6.58470561
2427,5.7,69374,87,0,0,0,1,0,0,0,1,6.638446796
2429,7.4,126955,102,0,0,0,1,0,0,0,1,6.80301007
2430,6.1,175832,126,0,0,0,0,0,0,0,0,6.715795728
2432,7.6,173077,96,0,0,0,0,0,0,0,0,6.606312458
2437,7.6,299591,142,0,0,0,0,0,0,0,0,7.013140814
2442,5.9,27078,60,0,0,0,0,0,1,1,0,7.577060412
2449,5.7,110965,100,0,0,0,0,0,1,0,1,6.55027561
2451,6.8,54605,42,0,0,0,0,0,1,1,0,7.56838817
2453,7.6,54327,44,0,0,0,0,0,0,1,0,7.635834958
2454,6.1,23222,107,0,0,0,0,0,0,0,1,6.464165788
2455,5.3,102632,100,0,0,0,0,0,0,0,0,6.482542928
2462,7.1,348068,124,0,0,0,0,0,1,0,0,6.984354872
2463,7.4,240090,140,0,0,0,0,0,0,0,0,6.88993586
2466,5.9,67797,106,0,0,0,0,0,0,0,0,6.435295338
2468,4.7,71460,100,0,0,0,0,0,1,0,0,6.36058284
2470,7,237657,120,0,0,0,0,0,0,0,0,6.815781778
2474,7.2,162609,122,0,0,0,0,0,0,0,0,6.676077986
2478,7.8,212757,152,0,0,0,0,0,0,0,0,6.878167178
2479,4.3,102613,94,0,0,0,0,0,0,0,0,6.461685802
2482,7.6,97276,153,0,0,0,0,0,1,0,1,6.707437304
2486,7.5,40467,24,0,0,0,0,0,0,1,1,7.651852518
2490,8.2,8337,30,1,0,0,0,0,0,1,0,7.663590498
2491,6,38000,96,0,0,0,0,0,0,0,0,6.342372
2494,7.7,149671,102,0,0,0,0,0,0,0,0,6.581397134
2505,5.3,1822,92,0,0,0,0,0,1,0,0,6.196750188
2507,7.8,242054,136,0,0,0,0,0,1,0,1,6.931343516
2510,7.7,424977,123,0,0,0,0,0,1,0,1,7.243665058
2516,4.2,88,97,0,0,0,0,1,0,0,0,5.883361952
2524,7.6,269543,88,0,0,0,0,0,1,0,1,6.818497022
2527,7.4,116,108,0,0,0,0,0,0,0,0,6.309986664
2529,7.6,22052,135,0,0,0,0,0,1,0,0,6.385489608
2539,6.7,252498,117,0,0,0,0,0,1,0,0,6.773321092
2540,6.6,25093,91,0,0,0,0,0,0,0,0,6.299801722
2546,7.5,346648,170,0,0,0,0,0,1,0,0,7.141200192
2547,7.5,57148,148,0,0,0,0,0,0,0,0,6.560227192
2555,5.8,205372,101,0,0,0,0,0,0,0,1,6.799266888
2558,7.7,335819,100,0,0,0,1,0,0,0,1,7.204190326
2561,6.3,136049,105,0,0,0,0,0,1,0,0,6.504139746
2562,6.5,2363,92,0,0,0,0,0,0,0,0,6.258857302
2563,4.3,57778,84,0,0,0,1,0,0,0,1,6.605378212
2564,5.6,17826,94,0,0,0,1,0,0,0,1,6.562012004
2566,7.2,1332,138,0,0,0,0,1,0,1,0,7.470062728
2567,6.8,25409,75,0,0,0,0,0,0,0,1,6.357399186
2570,7.6,247810,83,0,0,0,0,0,1,0,1,6.75868074
2576,7.1,2773,70,0,0,0,0,0,0,1,1,7.737818442
2581,5.3,174,80,0,0,0,0,1,0,0,0,5.824539996
2583,3,1815,75,0,0,0,0,1,0,0,0,5.81039651
2586,6.2,289295,102,0,0,0,0,0,0,0,0,6.85422243
2588,7.2,278276,95,0,0,0,0,0,0,0,1,6.920901304
2590,8.2,5336,30,0,0,0,0,0,0,1,0,7.491526544
2592,8.5,1078,45,0,0,0,0,1,0,1,0,7.146856412
2597,7.5,33861,60,0,0,0,0,1,0,1,0,7.262964394
2600,7.9,2024,30,0,0,0,0,0,1,1,1,7.536504896
2606,7.1,149346,124,0,0,0,0,0,0,0,0,6.657102084
2611,7.1,180602,96,0,0,0,1,0,1,0,1,6.825966308
2620,6.4,211124,96,0,0,0,0,0,0,0,0,6.680656296
2628,4.7,274635,130,0,0,0,0,0,1,0,0,6.86168679
2631,7.9,77743,42,0,0,0,0,0,1,1,0,7.613599822
2634,6.4,135728,115,0,0,0,0,0,0,0,0,6.599262512
2639,7.9,15242,52,0,0,0,0,0,0,1,0,7.587222868
2642,6.6,31522,109,0,0,0,0,0,1,0,0,6.313773988
2643,6.5,8031,60,0,0,0,0,0,1,1,0,7.539842574
2644,5.9,129805,105,0,0,0,0,0,1,0,0,6.49193897
2645,6.4,222606,116,0,0,0,0,0,1,0,0,6.711442124
2646,6.3,154511,128,0,0,0,0,0,0,0,0,6.681074494
2648,8.3,9611,30,0,0,0,0,0,0,1,0,7.499879894
2650,6.9,173819,123,0,0,0,0,0,1,0,0,6.640402326
2652,6.1,74304,94,0,0,0,0,0,0,0,0,6.406370016
2653,5.5,97594,110,0,0,0,0,0,0,0,1,6.619898676
2657,7.5,37901,112,0,0,0,0,0,0,0,1,6.510198554
2662,7.6,259249,133,0,0,0,0,0,1,0,0,6.842032546
2667,6.8,78028,97,0,0,0,0,0,1,0,1,6.475506712
2668,4.3,172,102,0,0,0,0,1,0,0,0,5.900876088
2669,5.9,305663,92,0,0,0,0,0,0,0,0,6.851505502
2674,6.2,227424,121,0,0,0,0,0,0,0,0,6.799256496
2676,6,80064,113,0,0,0,0,0,0,0,0,6.483555056
2687,6.7,94237,94,0,0,0,0,0,0,0,1,6.557819098
2689,7.1,12473,22,0,0,0,0,1,0,1,0,7.089312242
2691,7.5,171943,89,0,0,0,0,0,1,0,0,6.518756622
2693,7.5,435398,131,0,0,0,0,0,1,0,0,7.179287692
2697,7.6,4974,60,0,0,0,0,0,0,1,0,7.594919196
2698,5.4,2585,88,0,0,0,0,0,0,0,1,6.35791109
2702,5.9,152615,105,0,0,0,0,0,1,0,0,6.53650971
2707,6.8,24772,60,0,0,0,0,0,1,1,0,7.572554488
2714,5.7,9434,95,0,0,0,0,0,1,0,0,6.222034036
2719,8,29259,94,0,0,0,0,0,0,0,1,6.430852086
2723,8.2,83444,139,0,0,0,0,0,1,0,0,6.519329576
2725,7.4,16434,30,0,0,0,0,1,0,1,0,7.124812036
2727,8.2,64259,130,0,0,0,0,0,0,0,1,6.624162086
2728,6.2,1842,188,0,0,0,0,1,0,1,0,7.644559268
2733,6.8,229438,105,0,0,0,0,0,1,0,0,6.686621852
2735,6.7,208016,117,0,0,0,0,0,1,0,0,6.686403264
2737,7.4,528514,134,0,0,0,0,0,1,0,0,7.371646356
2741,5.4,42826,94,0,0,0,0,0,0,0,0,6.344862004
2745,7.7,397271,101,0,0,0,1,0,0,0,1,7.327737534
2747,7.1,389218,93,0,0,0,1,0,1,0,1,7.223191972
2749,7,145695,107,0,0,0,0,0,0,0,1,6.70347803
2755,6.4,177597,130,0,0,0,1,0,0,0,1,6.999124538
2764,7.1,9329,122,0,0,0,0,1,1,0,1,6.039618866
2772,7.3,20598,42,0,0,0,0,0,0,1,1,7.675488492
2774,7.7,12533,30,0,0,0,0,0,1,1,0,7.444539482
2780,6.1,200437,88,0,0,0,0,0,1,0,0,6.570963898
2785,7.6,103448,111,0,0,0,0,0,0,0,0,6.522307392
2787,6.8,50684,100,0,0,0,0,0,1,0,0,6.319986536
2792,7.4,7080,30,0,0,0,0,1,0,1,0,7.10653432
2795,6.2,15497,98,0,0,0,0,0,0,0,0,6.305341138
2796,6.4,154898,124,0,0,0,0,0,0,0,0,6.667950692
2797,8.2,23996,60,0,0,0,0,0,1,1,0,7.571038184
2798,7.8,438995,134,0,0,0,0,0,0,0,0,7.25777623
2799,6.6,21980,136,0,0,0,0,0,0,0,1,6.56236892
2802,2.8,28336,44,0,0,0,0,0,0,1,1,7.697548544
2804,6.7,203501,119,0,0,0,1,0,0,0,0,6.899070954
2805,6.1,53195,104,0,0,0,0,0,0,0,1,6.51232303
2807,6.5,59283,104,0,0,0,0,0,0,0,0,6.411718982
2812,7.4,8629,30,0,0,0,0,0,0,1,0,7.497961066
2816,4.8,36377,92,0,0,0,0,0,0,0,0,6.325320658
2817,8,657606,118,0,0,0,0,0,0,0,0,7.629422124
2827,7,790,26,0,0,0,0,1,0,0,0,5.63836366
2830,8,13972,22,0,0,0,0,1,1,1,0,7.031191288
2834,7.8,352178,116,1,0,0,0,0,1,0,0,7.130825812
2835,5.8,60102,93,0,0,0,0,0,1,0,1,6.426599308
2846,6.4,117730,125,0,0,0,0,0,0,0,0,6.59879442
2852,2.7,287,88,0,0,0,0,1,0,0,0,5.852520798
2853,7.5,128327,120,0,0,0,0,0,1,0,0,6.541100958
